10000507-wisit_sasanatieng	0d
spencer_williams	3612d
spike_jonze	3613d
spike_lee	3614d
sr_bindler	3615d
ss_wilson	3616d
stacy-cochran	3617d
stacy_peralta	3618d
stan_dragoti	3619d
stan_lathan	3620d
stan_lim	3621d
stan_winston	3622d
stanislaw_bareja	3623d
stanley_donen	3624d
stanley_kramer	3625d
stanley_kubrick	3626d
stanley_kwan	3627d
stanley_tong	3628d
stanley_tucci	3629d
stefan_ruzowitzky	3630d
stefan_schwartz	3631d
steno	3632d
stephan_elliott	3633d
stephan_low	3634d
stephanie-black	3635d
stephen-chiodo	3636d
stephen_c_apostolof	3637d
stephen_carpenter	3638d
stephen_chow	3639d
stephen_cornwell	3640d
stephen_daldry	3641d
stephen_frears	3642d
stephen_fry	3643d
stephen_gaghan	3644d
stephen_gyllenhaal	3645d
stephen_herek	3646d
stephen_higgins	3647d
stephen_hopkins	3648d
stephen_kay	3649d
stephen_kessler	3650d
stephen_kijak	3651d
stephen_king	3652d
stephen_low	3653d
stephen_norrington	3654d
stephen_sommers	3655d
stephen_surjik	3656d
stephen_t_kay	3657d
stephen_weeks	3658d
stephen_woolley	3659d
stephenjanderson	3660d
steve-box	3661d
steve_anderson_v	3662d
steve_baker	3663d
steve_barron	3664d
steve_beck	3665d
steve_bendelack	3666d
steve_boyum	3667d
steve_buscemi	3668d
steve_carr	3669d
steve_carver	3670d
steve_conrad	3671d
steve_de_jarnatt	3672d
steve_gomer	3673d
steve_guttenberg	3674d
steve_hickner	3675d
steve_kloves	3676d
steve_mcqueen_iii	3677d
steve_miner	3678d
steve_oedekerk	3679d
steve_pink	3680d
steve_rash	3681d
steve_shill	3682d
steve_spaz_williams	3683d
steve_trenbirth	3684d
steve_yeager	3685d
steven-baigelman	3686d
steven_brill	3687d
steven_cantor	3688d
steven_e_de_souza	3689d
steven_hilliard_stern	3690d
steven_jacobson	3691d
steven_lisberger	3692d
steven_m_martin	3693d
steven_okazaki	3694d
steven_schachter	3695d
steven_seagal	3696d
steven_shainberg	3697d
steven_soderbergh	3698d
steven_spielberg	3699d
steven_zaillian	3700d
stewart_raffill	3701d
stig_bergqvist	3702d
stijn-coninx	3703d
stu_pollard	3704d
stuart_baird	3705d
stuart_burge	3706d
stuart_gillard	3707d
stuart_gordon	3708d
stuart_heisler	3709d
stuart_marshall	3710d
stuart_orme	3711d
stuart_rosenberg	3712d
stuart_urban	3713d
sturla_gunnarsson	3714d
sue-kramer	3715d
sue_brooks	3716d
sung_su_kim	3717d
sunu-gonera	3718d
suri_krishnamma	3719d
susan_muska	3720d
susan_seidelman	3721d
susan_seidelmun	3722d
susan_streitfeld	3723d
susan_stroman	3724d
susan_warms_dryfoos	3725d
susanna_styron	3726d
susannah_grant	3727d
susanne_ofteringer	3728d
suzanne_bier	3729d
syd_macartney	3730d
sydney_pollack	3731d
sylvain_white	3732d
sylvester_stallone	3733d
tad_stones	3734d
tae-gyun-kim	3735d
taika-cohen	3736d
takao_okawara	3737d
takashi_ishii	3738d
takashi_miike	3739d
takeshi_kitano	3740d
takeshi_nozue	3741d
tamar_simon_hoffs	3742d
tamara_jenkins	3743d
tamas-sas	3744d
tamra_davis	3745d
tanya_wexler	3746d
tarsem	3747d
taylor_hackford	3748d
ted-berman	3749d
ted_demme	3750d
ted_kotcheff	3751d
ted_nicolaou	3752d
ted_post	3753d
terence_davies	3754d
terence_fisher	3755d
terence_h_winkless	3756d
terence_young	3757d
terrence_malick	3758d
terry_george	3759d
terry_gilliam	3760d
terry_hughes	3761d
terry_jones	3762d
terry_kinney	3763d
terry_marcel	3764d
terry_zwigoff	3765d
thaddeus_osullivan	3766d
thanit_jitnukul	3767d
theo-angelopoulos	3768d
theo-avgerinos	3769d
theodore_j_flicker	3770d
theodore_thomas	3771d
theodore_witcher	3772d
theresa_connelly	3773d
thom_eberhardt	3774d
thom_fitzgerald	3775d
thomas__vinterberg	3776d
thomas_bentley	3777d
thomas_bezucha	3778d
thomas_carter_ii	3779d
thomas_dekker	3780d
thomas_j_wright	3781d
thomas_jahn	3782d
thomas_k_avildsen	3783d
thomas_mccarthy	3784d
thomas_michael_donnelly	3785d
thomas_riedelsheimer	3786d
thomas_schlamme	3787d
thomas_vinterberg	3788d
thorkranong_sirchua	3789d
thornton_freeland	3790d
thorold_dickinson	3791d
ti_west	3792d
tibor_takacs	3793d
tiffanie_debartolo	3794d
tim_blake_nelson	3795d
tim_burstall	3796d
tim_burton	3797d
tim_fywell	3798d
tim_hill	3799d
tim_hill_iii	3800d
tim_hunter	3801d
tim_kirkman	3802d
tim_mccanlies	3803d
tim_mccann	3804d
tim_robbins	3805d
tim_story	3806d
tim_sullivan_iii	3807d
timbor_bekmambetov	3808d
timo_vuorensola	3809d
timothy_hutton	3810d
timothy_linh_bui	3811d
tinto_brass	3812d
tobe_hooper	3813d
toby_shelton	3814d
tod_browning	3815d
tod_williams	3816d
todd_field	3817d
todd_graff	3818d
todd_haynes	3819d
todd_holland	3820d
todd_holland_ii	3821d
todd_louiso	3822d
todd_robinson	3823d
todd_solondz	3824d
todd_stephens	3825d
tom_berry	3826d
tom_bezucha	3827d
tom_decerchio	3828d
tom_decillo	3829d
tom_desimone	3830d
tom_dey	3831d
tom_dicillo	3832d
tom_gilroy	3833d
tom_graeff	3834d
tom_gries	3835d
tom_hanks	3836d
tom_hooper	3837d
tom_hunsinger	3838d
tom_kalin	3839d
tom_laughlin	3840d
tom_mankiewicz	3841d
tom_mcgrath	3842d
tom_mcloughlin	3843d
tom_noonan	3844d
tom_peosay	3845d
tom_rice	3846d
tom_ropelewski	3847d
tom_schulman	3848d
tom_shadyac	3849d
tom_stoppard	3850d
tom_tykwer	3851d
tom_vaughan	3852d
tomas-alfredson	3853d
tomas_gutierrez_alea	3854d
tommy_chong	3855d
tommy_lee_jones	3856d
tommy_lee_wallace	3857d
tommy_ohaver	3858d
toni_kalem	3859d
tonino_vale_ii	3860d
tony-piccirillo	3861d
tony_aboyantz	3862d
tony_bancroft	3863d
tony_bill	3864d
tony_bui	3865d
tony_cinciripini	3866d
tony_gatlif	3867d
tony_giglio	3868d
tony_gilroy	3869d
tony_goldwyn	3870d
tony_kaye	3871d
tony_maylam	3872d
tony_randel	3873d
tony_richardson	3874d
tony_scott	3875d
tony_vitale	3876d
toru_murakawa	3877d
toshiaki_toyoda	3878d
toshiya_fujita	3879d
tran-anh-hung	3880d
tran_anh_hung	3881d
trent-cooper	3882d
trevor_moore	3883d
trevor_nunn	3884d
trey_parker	3885d
tricia_regan	3886d
trish-doolan	3887d
troy_beyer	3888d
troy_duffy	3889d
troy_miller	3890d
tsai-mingliang	3891d
tsai_mingliang	3892d
tsui_hark	3893d
tsui_pak_lam	3894d
tuck-tucker	3895d
tyler_perry	3896d
ubaldo_ragona	3897d
udayan_prasad	3898d
uli_edel	3899d
ulli_lommel	3900d
ulrich_seidl	3901d
ulrike_koch	3902d
ulu_grosbard	3903d
uwe_boll	3904d
vadim_jean	3905d
vadim_perelman	3906d
val_guest	3907d
valentine_davies	3908d
valerie_breiman	3909d
valerie_red_horse	3910d
vanessa_parise	3911d
veit_helmer	3912d
ventura_pons	3913d
vern-oakley	3914d
vernon_zimmerman	3915d
vic_armstrong_ii	3916d
vic_sarin	3917d
vicente_aranda	3918d
victor_erice	3919d
victor_halperin	3920d
victor_heerman	3921d
victor_mignatti	3922d
victor_nunez	3923d
victor_salva	3924d
victor_saville	3925d
victor_schertzinger	3926d
vilgot_sjoman	3927d
vince-clark	3928d
vincent_gallo	3929d
vincent_jay_miller	3930d
vincent_mceveety	3931d
vincent_paronnaud	3932d
vincent_sherman	3933d
vincent_ward	3934d
vincente_minnelli	3935d
vincenzo_natali	3936d
virgil_w_vogel	3937d
vittorio_de_sica	3938d
vladimir_menshov	3939d
vladimir_michalek	3940d
volker_schloendorff	3941d
vondie_curtishall	3942d
w_scott_peake	3943d
wai-keung-lau	3944d
wallace_wolodarsky	3945d
walt_becker	3946d
walt_disney	3947d
walter-salles-jr	3948d
walter_grauman	3949d
walter_hill	3950d
walter_lang	3951d
walter_murch	3952d
walter_ruttmann	3953d
walter_salles_jr	3954d
wang-hong-wei	3955d
wang_xiaoshuai	3956d
warren_beatty	3957d
wayne_wang	3958d
wd_richter	3959d
wei_lo	3960d
werner_herzog	3961d
wes_anderson	3962d
wes_craven	3963d
wesley_ruggles	3964d
wesley_strick	3965d
whit_stillman	3966d
wiebke_von_carolsfeld	3967d
wil_shriner	3968d
wilfred_jackson	3969d
will-vinton	3970d
will_mackenzie	3971d
willard_carroll	3972d
willard_huyck	3973d
william-a-fraker	3974d
william-mesa	3975d
william-ryan	3976d
william_a_graham	3977d
william_asher	3978d
william_brent_bell	3979d
william_butler	3980d
william_cameron_menzies	3981d
william_castle	3982d
william_crain	3983d
william_dear	3984d
william_dieterle	3985d
william_friedkin	3986d
william_gazecki	3987d
william_karel	3988d
william_keighley	3989d
william_lustig	3990d
william_malone	3991d
william_nicholson	3992d
william_peter_blatty	3993d
william_phelps	3994d
william_porter	3995d
william_reilly	3996d
william_richert	3997d
william_sachs	3998d
william_shatner	3999d
william_tannen	4000d
william_wellman	4001d
william_wiard	4002d
william_wyler	4003d
wim_wenders	4004d
winston_hibler	4005d
wojciech_has	4006d
wojciech_wojcik	4007d
wolfgang_becker	4008d
wolfgang_petersen	4009d
wolfgang_reitherman	4010d
woody_allen	4011d
ws_van_dyke	4012d
wu_tianming	4013d
wych_kaosayananda	4014d
xavier_koller	4015d
xiaogang-feng	4016d
xu-jinglei	4017d
yahoo_serious	4018d
yakov_protazanov	4019d
yale_strom	4020d
yang_tuenping	4021d
yang_zhang	4022d
yann_samuell	4023d
yash_chopra	4024d
yasmina-reza	4025d
yasujiro_ozu	4026d
ye_lou	4027d
yim_ho	4028d
yin_li	4029d
yoji_yamada	4030d
yoshifumi_kondo	4031d
yoshihiro_nishimura	4032d
youngyooth_thongkonthun	4033d
yu_wang	4034d
yuen_woping	4035d
yukihiko_tsutsumi	4036d
yung_chang	4037d
yuri_mamin	4038d
yuri_zeltser	4039d
yvan_attal	4040d
yves-angelo	4041d
yves_robert	4042d
zach_braff	4043d
zacharias_kunuk	4044d
zack_snyder	4045d
zak_penn	4046d
zalman_king	4047d
zbigniew_rybczynski	4048d
zdravko_sotra	4049d
zelda_barron	4050d
zev_berman	4051d
zeze_gamboa	4052d
zhang_yang	4053d
zhang_yimou	4054d
zhang_yuan	4055d
zhuangzhuang_tian	4056d
ziad_doueiri	4057d
zoe_clarkewilliams	4058d
zoe_r_cassavetes	4059d
